,Flashiness,Heat_Insolation_Load,Max_LST_Annual,Mean_EVI,Mean_GPP,Mean_NDVI,Percent_Tree_Cover,SurfaceWaterOccurrence,Topographic_Diversity,areaacres,areasqkm,elevation,fall_totalPrecip,gHM,gnis_id,huc12,humod,hutype,loaddate,metasource,name,noncontr00,noncontrib,shape_area,shape_leng,sourcedata,sourcefeat,sourceorig,spring_totalPrecip,states,summer_totalPrecip,tnmid,tohuc,winter_totalPrecip
0,0.4936911336906946,168.1650759444692,16147.862752165805,1677.8150913972781,139.00370211195616,2877.550227752905,4.947896661518217,0.005477090693451522,0.17537506546963513,10043.45,40.64,992.8489595094134,24.481490511543825,0.08493829812840856,,100401040104,CD,S,20161018005722,{E1FAAC2A-0577-442E-94B9-2F13487AB2EB},Lower Little Suction Creek,,,0.00489962109934788,0.623238827719145,,,,143.5398657010913,MT,47.55031443148396,{93F7FE3E-D453-4738-8C4D-60D067551149},100401040105,25.084406253266113
1,0.4990100036465537,169.0581091229251,16244.783332231647,1634.9519700037538,114.28571672354224,2772.2089294735756,2.447256491891354,0.6867224586117651,0.11444765343059682,38036.84,153.93,957.3412913023634,24.234260670069787,0.10288654520476376,,100500090101,CD,S,20161018005723,{E1FAAC2A-0577-442E-94B9-2F13487AB2EB},Duck Creek,,,0.0185764216477374,0.801507466385646,,,,142.11535115916914,MT,48.51203634325179,{05B657D9-9CB2-4CE3-97B9-3B3C6F9B62D1},100500090105,24.303901139821626
2,0.502044589672902,170.8933291603206,16125.420496012928,1692.691053479328,123.97010299194763,2842.5925497391004,2.8824419476817527,1.029744491780559,0.08297528052831044,19193.65,77.67,663.1570663851388,45.21460882096435,0.2674161904880172,,100500121004,ID,S,20161018005641,{CF65B1D9-4ACB-4A2C-9CCB-328EC7ECCC6B},Ivy Coulee-Milk River,,,0.0093838356193774,0.546501571441728,,,,143.71530232082503,MT,82.1889729640053,{AEE4AF8D-C871-40DF-8898-A8B7776D1C4F},100600010802,30.048773822258397
3,0.5097582357163998,168.17098669710845,16052.047632819516,1911.737748736672,148.30259004022858,3273.365291414246,4.439965460293085,2.0472355802176017,0.1184625262776047,50927.44,206.1,671.3808013376566,43.50303217047146,0.21359239549889136,,100600010802,ID,S,20161018005637,{CF65B1D9-4ACB-4A2C-9CCB-328EC7ECCC6B},Lost Creek-Missouri River,,,0.0248618090189114,1.1336937206104,,,,138.45985003225903,MT,78.02204969673144,{EE6E889C-FC94-4FEE-9C32-0CCD6200EFB8},100600010803,28.54694557553412
4,0.4928848865108441,178.09206648090424,16320.346837080642,1660.7316014707174,55.533173022807354,2761.727439211075,1.5467288713810978,0.0,0.1897376882770487,24421.03,98.83,1068.4337317146487,41.39085882576328,0.07950588476336748,,100902080704,ID,S,20150514094246,{88181672-17E3-4C7A-A6A8-59E772C57950},Horse Creek,,,0.011321285125313,0.648394369816494,,,,108.71898831675286,MT,100.73304459283533,{F7185476-EE87-4F69-ACB5-7ED9B6863AA3},100902080705,48.78541711521797
5,0.4989401741042278,177.55576557286264,16392.955590402747,1634.5773514626476,132.54962153582028,2708.841940015961,0.9065025639166527,0.0026061472292885053,0.14973389298439516,35378.5,143.17,1015.0952251214534,38.16349594058188,0.09062488415147024,,100902080705,ID,S,20150514094241,{88181672-17E3-4C7A-A6A8-59E772C57950},Rough Creek-Little Powder River,,,0.0164116175289207,0.876245366666729,,,,101.38414841105944,MT,93.99091343585972,{239ED846-9C87-41F8-9CCD-11755A060B29},100902080707,45.879877746512946
6,0.5011238953615648,171.10022068726337,16038.11076419757,1788.2310222298986,170.79467026042468,3103.050871706002,3.115013323314355,0.9559186150689292,0.14674070268618497,28427.49,115.04,683.8968125811994,56.759760573751876,0.10201094444436955,,101000041905,ID,S,20161017231417,{64E20A5D-1228-4F3D-A317-38F8E4DB38AD},Dry Creek-Yellowstone River,,,0.0136879086310731,0.823709998539199,,,,135.273254551964,MT,119.8595175868339,{3EB96163-C6F8-4885-BE88-4B39BB8AEAFD},101000042201,56.125447881135884
7,0.4927327616247307,171.8031448668441,16150.30770258499,1413.3389794945265,125.38606800980723,2352.670017416851,1.2548955870710112,0.031967730418891345,0.12511082927545777,23851.81,96.52,796.0038930110035,51.61354201050846,0.10279089834913291,,100401042106,NM,S,20161018005723,{E1FAAC2A-0577-442E-94B9-2F13487AB2EB},Cemetery Coulee-Soda Creek,,,0.011488286807809,0.592904308344736,,,,146.85962519040163,MT,79.31370464176763,{0BAF7C04-BF82-4F91-A6BC-FA814634C500},100401042107,36.84389546620598
8,0.49242551393204465,172.37754216558434,16111.950160987883,1459.9313223195115,145.14492083414538,2509.430585684584,2.08042050260487,0.0,0.12796809473003656,12746.95,51.59,873.9286830041425,59.949417535706054,0.13554616465519836,,100600020202,NM,S,20161017231417,{64E20A5D-1228-4F3D-A317-38F8E4DB38AD},East Duck Creek-Duck Creek,,,0.00611981295964832,0.532195913813414,,,,150.2827963533893,MT,77.20059213740193,{13EB10B8-B2E3-4950-896C-C2EF6AC2F138},100600020305,40.75552753254784
9,0.5041273249123259,170.43048124707482,16091.752664909802,1556.1917291950608,144.37726557614516,2733.4204947012795,2.261918957001618,0.02072807807728661,0.1413882394418155,23590.56,95.47,775.3965024495311,67.80696128611419,0.1501056939445866,,100600021002,NM,S,20161017231418,{64E20A5D-1228-4F3D-A317-38F8E4DB38AD},Sullivan Creek,,,0.0114072938104968,0.762800428476782,,,,143.74871339501422,MT,113.2119486365785,{9CF2BBC3-438F-43F6-BADD-5841B3BBE6DC},100600021401,51.91692523908178
10,0.5042774748838267,171.21536441654928,16075.88975919047,1750.718759899749,136.61958530740895,3048.689437221749,2.405029941078518,0.008965311579351862,0.13034306718556943,32564.34,131.78,724.2159823344856,44.77130074098201,0.19492377376940362,,100600021202,NM,S,20161017231418,{64E20A5D-1228-4F3D-A317-38F8E4DB38AD},North Fork Lisk Creek-Lisk Creek,,,0.0158129996725391,0.769489453162791,,,,140.53813871514447,MT,77.68156542458698,{2A5138E3-5F58-4D70-BE14-55265F27B45F},100600021403,35.83659972583597
11,0.4925028401351228,175.10327534628806,16203.19264405782,1909.0454945785582,97.61667579082958,3475.5470352174657,7.469667749470662,0.0010897132981685627,0.20564085543267363,14266.88,57.74,1177.6170634826426,44.54586247928401,0.1017694628045281,,100902080601,NM,S,20150514094257,{88181672-17E3-4C7A-A6A8-59E772C57950},Blowout Creek,,,0.00660357595886311,0.463311171734747,,,,113.21424640012597,MT,121.53672550240731,{EB395111-1313-48B9-8EC3-E9F763888397},100902080602,55.979188387503534
12,0.4924682541059456,176.77820148103984,16305.803745760282,1775.1038260984058,103.57650473381561,3170.6131188233226,5.330308728854185,0.0016719450820242875,0.20379932963297157,27176.23,109.98,1115.578869073041,43.05499201049615,0.07758574436702474,,100902080602,NM,S,20150514094253,{88181672-17E3-4C7A-A6A8-59E772C57950},Upper East Fork Little Powder River,,,0.0125899716478305,0.686832951078695,,,,110.23675614783276,MT,118.27523376073685,{363467A7-14E8-4D2C-957A-4776754AEA91},100902080603,54.10893762480395
